text,gloss
[DGS] What is Sign 0074?,[DGS] WHAT SIGN 0074?
[DGS] See Sign 0075,[DGS] SEE SIGN 0075
[DGS] See Sign 0076,[DGS] SEE SIGN 0076
[DGS] I like Sign 0077,[DGS] I LIKE SIGN 0077
[DGS] Translate Sign 0079,[DGS] TRANSLATE SIGN 0079
[DGS] Can you sign Sign 0080?,[DGS] CAN YOU SIGN SIGN 0080?
[DGS] Show me Sign 0080,[DGS] SHOW ME SIGN 0080
[DGS] Repeat Sign 0080,[DGS] REPEAT SIGN 0080
[DGS] Can you sign Sign 0081?,[DGS] CAN YOU SIGN SIGN 0081?
[DGS] Repeat Sign 0082,[DGS] REPEAT SIGN 0082
[DGS] Wait for Sign 0082,[DGS] WAIT FOR SIGN 0082
[DGS] This is Sign 0083,[DGS] THIS SIGN 0083
[DGS] What is Sign 0083?,[DGS] WHAT SIGN 0083?
[DGS] I like Sign 0085,[DGS] I LIKE SIGN 0085
[DGS] Learn Sign 0088,[DGS] LEARN SIGN 0088
[DGS] I like Sign 0090,[DGS] I LIKE SIGN 0090
[DGS] I like Sign 0091,[DGS] I LIKE SIGN 0091
[DGS] Show me Sign 0092,[DGS] SHOW ME SIGN 0092
[DGS] Can you sign Sign 0093?,[DGS] CAN YOU SIGN SIGN 0093?
[DGS] Repeat Sign 0093,[DGS] REPEAT SIGN 0093
[DGS] This is Sign 0094,[DGS] THIS SIGN 0094
[DGS] Show me Sign 0095,[DGS] SHOW ME SIGN 0095
[DGS] Learn Sign 0096,[DGS] LEARN SIGN 0096
[DGS] See Sign 0097,[DGS] SEE SIGN 0097
[DGS] I like Sign 0098,[DGS] I LIKE SIGN 0098
[DGS] Can you sign Sign 0002?,[DGS] CAN YOU SIGN SIGN 0002?
[DGS] Show me Sign 0005,[DGS] SHOW ME SIGN 0005
[DGS] I like Sign 0008,[DGS] I LIKE SIGN 0008
[DGS] See Sign 0010,[DGS] SEE SIGN 0010
[DGS] Repeat Sign 0011,[DGS] REPEAT SIGN 0011
[DGS] See Sign 0012,[DGS] SEE SIGN 0012
[DGS] What is Sign 0012?,[DGS] WHAT SIGN 0012?
[DGS] Wait for Sign 0012,[DGS] WAIT FOR SIGN 0012
[DGS] Translate Sign 0015,[DGS] TRANSLATE SIGN 0015
[DGS] I like Sign 0015,[DGS] I LIKE SIGN 0015
[DGS] Show me Sign 0016,[DGS] SHOW ME SIGN 0016
[DGS] Can you sign Sign 0017?,[DGS] CAN YOU SIGN SIGN 0017?
[DGS] This is Sign 0019,[DGS] THIS SIGN 0019
[DGS] Show me Sign 0020,[DGS] SHOW ME SIGN 0020
[DGS] Repeat Sign 0021,[DGS] REPEAT SIGN 0021
[DGS] What is Sign 0022?,[DGS] WHAT SIGN 0022?
[DGS] Show me Sign 0024,[DGS] SHOW ME SIGN 0024
[DGS] What is Sign 0025?,[DGS] WHAT SIGN 0025?
[DGS] Wait for Sign 0026,[DGS] WAIT FOR SIGN 0026
[DGS] What is Sign 0028?,[DGS] WHAT SIGN 0028?
[DGS] Learn Sign 0029,[DGS] LEARN SIGN 0029
[DGS] Show me Sign 0031,[DGS] SHOW ME SIGN 0031
[DGS] I like Sign 0032,[DGS] I LIKE SIGN 0032
[DGS] Repeat Sign 0032,[DGS] REPEAT SIGN 0032
[DGS] Translate Sign 0034,[DGS] TRANSLATE SIGN 0034
[DGS] This is Sign 0035,[DGS] THIS SIGN 0035
[DGS] Translate Sign 0036,[DGS] TRANSLATE SIGN 0036
[DGS] I like Sign 0036,[DGS] I LIKE SIGN 0036
[DGS] Wait for Sign 0037,[DGS] WAIT FOR SIGN 0037
[DGS] See Sign 0037,[DGS] SEE SIGN 0037
[DGS] I like Sign 0038,[DGS] I LIKE SIGN 0038
[DGS] Wait for Sign 0039,[DGS] WAIT FOR SIGN 0039
[DGS] Translate Sign 0042,[DGS] TRANSLATE SIGN 0042
[DGS] Repeat Sign 0043,[DGS] REPEAT SIGN 0043
[DGS] Can you sign Sign 0044?,[DGS] CAN YOU SIGN SIGN 0044?
[DGS] Learn Sign 0044,[DGS] LEARN SIGN 0044
[DGS] Wait for Sign 0045,[DGS] WAIT FOR SIGN 0045
[DGS] Show me Sign 0051,[DGS] SHOW ME SIGN 0051
[DGS] Wait for Sign 0053,[DGS] WAIT FOR SIGN 0053
[DGS] Show me Sign 0054,[DGS] SHOW ME SIGN 0054
[DGS] Learn Sign 0054,[DGS] LEARN SIGN 0054
[DGS] What is Sign 0055?,[DGS] WHAT SIGN 0055?
[DGS] Translate Sign 0056,[DGS] TRANSLATE SIGN 0056
[DGS] Repeat Sign 0058,[DGS] REPEAT SIGN 0058
[DGS] Show me Sign 0058,[DGS] SHOW ME SIGN 0058
[DGS] Wait for Sign 0059,[DGS] WAIT FOR SIGN 0059
[DGS] Wait for Sign 0064,[DGS] WAIT FOR SIGN 0064
[DGS] I like Sign 0065,[DGS] I LIKE SIGN 0065
[DGS] Learn Sign 0065,[DGS] LEARN SIGN 0065
[DGS] What is Sign 0066?,[DGS] WHAT SIGN 0066?
[DGS] Repeat Sign 0069,[DGS] REPEAT SIGN 0069
[DGS] What is Sign 0071?,[DGS] WHAT SIGN 0071?
[DGS] Wait for Sign 0073,[DGS] WAIT FOR SIGN 0073
[DGS] Learn Sign 0073,[DGS] LEARN SIGN 0073
[DGS] Can you sign Sign 0075?,[DGS] CAN YOU SIGN SIGN 0075?
[DGS] I like Sign 0076,[DGS] I LIKE SIGN 0076
[DGS] Repeat Sign 0077,[DGS] REPEAT SIGN 0077
[DGS] What is Sign 0078?,[DGS] WHAT SIGN 0078?
[DGS] What is Sign 0080?,[DGS] WHAT SIGN 0080?
[DGS] See Sign 0081,[DGS] SEE SIGN 0081
[DGS] Can you sign Sign 0082?,[DGS] CAN YOU SIGN SIGN 0082?
[DGS] Can you sign Sign 0083?,[DGS] CAN YOU SIGN SIGN 0083?
[DGS] Translate Sign 0083,[DGS] TRANSLATE SIGN 0083
[DGS] Repeat Sign 0084,[DGS] REPEAT SIGN 0084
[DGS] See Sign 0086,[DGS] SEE SIGN 0086
[DGS] Wait for Sign 0087,[DGS] WAIT FOR SIGN 0087
[DGS] Can you sign Sign 0088?,[DGS] CAN YOU SIGN SIGN 0088?
[DGS] I like Sign 0094,[DGS] I LIKE SIGN 0094
[DGS] Learn Sign 0095,[DGS] LEARN SIGN 0095
[DGS] See Sign 0096,[DGS] SEE SIGN 0096
[DGS] Can you sign Sign 0098?,[DGS] CAN YOU SIGN SIGN 0098?
[DGS] Learn Sign 0099,[DGS] LEARN SIGN 0099
[DGS] I like Sign 0099,[DGS] I LIKE SIGN 0099
[DGS] See Sign 0000,[DGS] SEE SIGN 0000
[DGS] Show me Sign 0000,[DGS] SHOW ME SIGN 0000
[DGS] Learn Sign 0002,[DGS] LEARN SIGN 0002
[DGS] Translate Sign 0003,[DGS] TRANSLATE SIGN 0003
[DGS] Show me Sign 0004,[DGS] SHOW ME SIGN 0004
[DGS] Translate Sign 0004,[DGS] TRANSLATE SIGN 0004
[DGS] This is Sign 0008,[DGS] THIS SIGN 0008
[DGS] I like Sign 0014,[DGS] I LIKE SIGN 0014
[DGS] Wait for Sign 0016,[DGS] WAIT FOR SIGN 0016
[DGS] This is Sign 0017,[DGS] THIS SIGN 0017
[DGS] Learn Sign 0021,[DGS] LEARN SIGN 0021
[DGS] What is Sign 0023?,[DGS] WHAT SIGN 0023?
[DGS] Translate Sign 0024,[DGS] TRANSLATE SIGN 0024
[DGS] I like Sign 0025,[DGS] I LIKE SIGN 0025
[DGS] I like Sign 0026,[DGS] I LIKE SIGN 0026
[DGS] Wait for Sign 0027,[DGS] WAIT FOR SIGN 0027
[DGS] See Sign 0027,[DGS] SEE SIGN 0027
[DGS] Repeat Sign 0031,[DGS] REPEAT SIGN 0031
[DGS] Translate Sign 0037,[DGS] TRANSLATE SIGN 0037
[DGS] Translate Sign 0039,[DGS] TRANSLATE SIGN 0039
[DGS] Wait for Sign 0043,[DGS] WAIT FOR SIGN 0043
[DGS] This is Sign 0046,[DGS] THIS SIGN 0046
[DGS] What is Sign 0047?,[DGS] WHAT SIGN 0047?
[DGS] I like Sign 0049,[DGS] I LIKE SIGN 0049
[DGS] What is Sign 0051?,[DGS] WHAT SIGN 0051?
[DGS] See Sign 0052,[DGS] SEE SIGN 0052
[DGS] Can you sign Sign 0054?,[DGS] CAN YOU SIGN SIGN 0054?
[DGS] Translate Sign 0055,[DGS] TRANSLATE SIGN 0055
[DGS] See Sign 0056,[DGS] SEE SIGN 0056
[DGS] Learn Sign 0056,[DGS] LEARN SIGN 0056
[DGS] This is Sign 0059,[DGS] THIS SIGN 0059
[DGS] What is Sign 0060?,[DGS] WHAT SIGN 0060?
[DGS] What is Sign 0062?,[DGS] WHAT SIGN 0062?
[DGS] Can you sign Sign 0064?,[DGS] CAN YOU SIGN SIGN 0064?
[DGS] Wait for Sign 0066,[DGS] WAIT FOR SIGN 0066
[DGS] Can you sign Sign 0066?,[DGS] CAN YOU SIGN SIGN 0066?
[DGS] Learn Sign 0067,[DGS] LEARN SIGN 0067
[DGS] See Sign 0068,[DGS] SEE SIGN 0068
[DGS] What is Sign 0070?,[DGS] WHAT SIGN 0070?
[DGS] This is Sign 0071,[DGS] THIS SIGN 0071
[DGS] I like Sign 0073,[DGS] I LIKE SIGN 0073
[DGS] Repeat Sign 0075,[DGS] REPEAT SIGN 0075
[DGS] Show me Sign 0082,[DGS] SHOW ME SIGN 0082
[DGS] See Sign 0083,[DGS] SEE SIGN 0083
[DGS] Can you sign Sign 0084?,[DGS] CAN YOU SIGN SIGN 0084?
[DGS] See Sign 0087,[DGS] SEE SIGN 0087
[DGS] Learn Sign 0087,[DGS] LEARN SIGN 0087
[DGS] What is Sign 0089?,[DGS] WHAT SIGN 0089?
[DGS] Wait for Sign 0090,[DGS] WAIT FOR SIGN 0090
[DGS] Show me Sign 0091,[DGS] SHOW ME SIGN 0091
[DGS] Wait for Sign 0092,[DGS] WAIT FOR SIGN 0092
[DGS] Repeat Sign 0003,[DGS] REPEAT SIGN 0003
[DGS] Repeat Sign 0004,[DGS] REPEAT SIGN 0004
[DGS] What is Sign 0006?,[DGS] WHAT SIGN 0006?
[DGS] Translate Sign 0006,[DGS] TRANSLATE SIGN 0006
[DGS] I like Sign 0010,[DGS] I LIKE SIGN 0010
[DGS] Can you sign Sign 0011?,[DGS] CAN YOU SIGN SIGN 0011?
[DGS] This is Sign 0011,[DGS] THIS SIGN 0011
[DGS] Wait for Sign 0015,[DGS] WAIT FOR SIGN 0015
[DGS] This is Sign 0020,[DGS] THIS SIGN 0020
[DGS] Can you sign Sign 0021?,[DGS] CAN YOU SIGN SIGN 0021?
[DGS] Learn Sign 0023,[DGS] LEARN SIGN 0023
[DGS] This is Sign 0031,[DGS] THIS SIGN 0031
[DGS] Translate Sign 0032,[DGS] TRANSLATE SIGN 0032
[DGS] What is Sign 0033?,[DGS] WHAT SIGN 0033?
[DGS] Show me Sign 0034,[DGS] SHOW ME SIGN 0034
[DGS] I like Sign 0035,[DGS] I LIKE SIGN 0035
[DGS] What is Sign 0036?,[DGS] WHAT SIGN 0036?
[DGS] This is Sign 0037,[DGS] THIS SIGN 0037
[DGS] Repeat Sign 0038,[DGS] REPEAT SIGN 0038
[DGS] What is Sign 0041?,[DGS] WHAT SIGN 0041?
[DGS] Repeat Sign 0045,[DGS] REPEAT SIGN 0045
[DGS] See Sign 0048,[DGS] SEE SIGN 0048
[DGS] Wait for Sign 0049,[DGS] WAIT FOR SIGN 0049
[DGS] Show me Sign 0055,[DGS] SHOW ME SIGN 0055
[DGS] Learn Sign 0060,[DGS] LEARN SIGN 0060
[DGS] Can you sign Sign 0061?,[DGS] CAN YOU SIGN SIGN 0061?
[DGS] Translate Sign 0062,[DGS] TRANSLATE SIGN 0062
[DGS] Repeat Sign 0063,[DGS] REPEAT SIGN 0063
[DGS] This is Sign 0065,[DGS] THIS SIGN 0065
[DGS] Can you sign Sign 0068?,[DGS] CAN YOU SIGN SIGN 0068?
[DGS] Show me Sign 0078,[DGS] SHOW ME SIGN 0078
[DGS] Wait for Sign 0079,[DGS] WAIT FOR SIGN 0079
[DGS] See Sign 0084,[DGS] SEE SIGN 0084
[DGS] What is Sign 0086?,[DGS] WHAT SIGN 0086?
[DGS] This is Sign 0087,[DGS] THIS SIGN 0087
[DGS] Repeat Sign 0092,[DGS] REPEAT SIGN 0092
[DGS] Show me Sign 0099,[DGS] SHOW ME SIGN 0099
[DGS] What is Sign 0003?,[DGS] WHAT SIGN 0003?
[DGS] Can you sign Sign 0016?,[DGS] CAN YOU SIGN SIGN 0016?
[DGS] What is Sign 0020?,[DGS] WHAT SIGN 0020?
[DGS] Repeat Sign 0039,[DGS] REPEAT SIGN 0039
[DGS] What is Sign 0044?,[DGS] WHAT SIGN 0044?
[DGS] Can you sign Sign 0048?,[DGS] CAN YOU SIGN SIGN 0048?
[DGS] This is Sign 0049,[DGS] THIS SIGN 0049
[DGS] Repeat Sign 0055,[DGS] REPEAT SIGN 0055
[DGS] Translate Sign 0058,[DGS] TRANSLATE SIGN 0058
[DGS] What is Sign 0063?,[DGS] WHAT SIGN 0063?
[DGS] This is Sign 0072,[DGS] THIS SIGN 0072
[DGS] Can you sign Sign 0078?,[DGS] CAN YOU SIGN SIGN 0078?
[DGS] I like Sign 0083,[DGS] I LIKE SIGN 0083
[DGS] Translate Sign 0087,[DGS] TRANSLATE SIGN 0087
[DGS] See Sign 0095,[DGS] SEE SIGN 0095
[DGS] Translate Sign 0096,[DGS] TRANSLATE SIGN 0096
[DGS] Wait for Sign 0097,[DGS] WAIT FOR SIGN 0097
[DGS] Learn Sign 0098,[DGS] LEARN SIGN 0098
[DGS] Wait for Sign 0007,[DGS] WAIT FOR SIGN 0007
[DGS] Show me Sign 0017,[DGS] SHOW ME SIGN 0017
[DGS] Translate Sign 0018,[DGS] TRANSLATE SIGN 0018
[DGS] Repeat Sign 0019,[DGS] REPEAT SIGN 0019
[DGS] Show me Sign 0022,[DGS] SHOW ME SIGN 0022
[DGS] This is Sign 0057,[DGS] THIS SIGN 0057
[DGS] Show me Sign 0067,[DGS] SHOW ME SIGN 0067
[DGS] Repeat Sign 0074,[DGS] REPEAT SIGN 0074
[DGS] Repeat Sign 0078,[DGS] REPEAT SIGN 0078
[DGS] Show me Sign 0081,[DGS] SHOW ME SIGN 0081
[DGS] Show me Sign 0085,[DGS] SHOW ME SIGN 0085
[DGS] What is Sign 0088?,[DGS] WHAT SIGN 0088?
[DGS] Repeat Sign 0091,[DGS] REPEAT SIGN 0091
[DGS] Repeat Sign 0097,[DGS] REPEAT SIGN 0097
[DGS] Repeat Sign 0002,[DGS] REPEAT SIGN 0002
[DGS] What is Sign 0015?,[DGS] WHAT SIGN 0015?
[DGS] Repeat Sign 0029,[DGS] REPEAT SIGN 0029
[DGS] This is Sign 0064,[DGS] THIS SIGN 0064
[DGS] Wait for Sign 0094,[DGS] WAIT FOR SIGN 0094
[DGS] See Sign 0046,[DGS] SEE SIGN 0046
[DGS] Show me Sign 0079,[DGS] SHOW ME SIGN 0079
[DGS] Can you sign Sign 0000?,[DGS] CAN YOU SIGN SIGN 0000?
[DGS] Repeat Sign 0007,[DGS] REPEAT SIGN 0007
[DGS] See Sign 0020,[DGS] SEE SIGN 0020
[DGS] Learn Sign 0030,[DGS] LEARN SIGN 0030
[DGS] See Sign 0074,[DGS] SEE SIGN 0074
[DGS] Show me Sign 0064,[DGS] SHOW ME SIGN 0064
[DGS] Repeat Sign 0013,[DGS] REPEAT SIGN 0013
[DGS] Show me Sign 0056,[DGS] SHOW ME SIGN 0056
[DGS] See Sign 0013,[DGS] SEE SIGN 0013
[DGS] Show me Sign 0048,[DGS] SHOW ME SIGN 0048
[DGS] Show me Sign 0071,[DGS] SHOW ME SIGN 0071
[DGS] Can you sign Sign 0076?,[DGS] CAN YOU SIGN SIGN 0076?
[DGS] Wait for Sign 0095,[DGS] WAIT FOR SIGN 0095
[DGS] What is Sign 0052?,[DGS] WHAT SIGN 0052?
[DGS] What is Sign 0017?,[DGS] WHAT SIGN 0017?
[DGS] See Sign 0066,[DGS] SEE SIGN 0066
[TSL] See Sign 0000,[TSL] SEE SIGN 0000
[TSL] I like Sign 0000,[TSL] I LIKE SIGN 0000
[TSL] Repeat Sign 0000,[TSL] REPEAT SIGN 0000
[TSL] Learn Sign 0001,[TSL] LEARN SIGN 0001
[TSL] Can you sign Sign 0001?,[TSL] CAN YOU SIGN SIGN 0001?
[TSL] Show me Sign 0001,[TSL] SHOW ME SIGN 0001
[TSL] Translate Sign 0002,[TSL] TRANSLATE SIGN 0002
[TSL] I like Sign 0002,[TSL] I LIKE SIGN 0002
[TSL] Repeat Sign 0002,[TSL] REPEAT SIGN 0002
[TSL] Can you sign Sign 0003?,[TSL] CAN YOU SIGN SIGN 0003?
[TSL] Wait for Sign 0003,[TSL] WAIT FOR SIGN 0003
[TSL] What is Sign 0003?,[TSL] WHAT SIGN 0003?
[TSL] Can you sign Sign 0004?,[TSL] CAN YOU SIGN SIGN 0004?
[TSL] Show me Sign 0004,[TSL] SHOW ME SIGN 0004
[TSL] See Sign 0004,[TSL] SEE SIGN 0004
[TSL] Learn Sign 0005,[TSL] LEARN SIGN 0005
[TSL] Can you sign Sign 0005?,[TSL] CAN YOU SIGN SIGN 0005?
[TSL] Repeat Sign 0005,[TSL] REPEAT SIGN 0005
[TSL] Show me Sign 0006,[TSL] SHOW ME SIGN 0006
[TSL] This is Sign 0006,[TSL] THIS SIGN 0006
[TSL] I like Sign 0006,[TSL] I LIKE SIGN 0006
[TSL] Repeat Sign 0007,[TSL] REPEAT SIGN 0007
[TSL] What is Sign 0007?,[TSL] WHAT SIGN 0007?
[TSL] I like Sign 0007,[TSL] I LIKE SIGN 0007
[TSL] Translate Sign 0008,[TSL] TRANSLATE SIGN 0008
[TSL] Show me Sign 0008,[TSL] SHOW ME SIGN 0008
[TSL] I like Sign 0008,[TSL] I LIKE SIGN 0008
[TSL] Learn Sign 0009,[TSL] LEARN SIGN 0009
[TSL] See Sign 0009,[TSL] SEE SIGN 0009
[TSL] Show me Sign 0010,[TSL] SHOW ME SIGN 0010
[TSL] Translate Sign 0010,[TSL] TRANSLATE SIGN 0010
[TSL] Show me Sign 0011,[TSL] SHOW ME SIGN 0011
[TSL] Repeat Sign 0011,[TSL] REPEAT SIGN 0011
[TSL] Show me Sign 0012,[TSL] SHOW ME SIGN 0012
[TSL] Can you sign Sign 0012?,[TSL] CAN YOU SIGN SIGN 0012?
[TSL] Repeat Sign 0012,[TSL] REPEAT SIGN 0012
[TSL] Translate Sign 0013,[TSL] TRANSLATE SIGN 0013
[TSL] Wait for Sign 0013,[TSL] WAIT FOR SIGN 0013
[TSL] What is Sign 0013?,[TSL] WHAT SIGN 0013?
[TSL] What is Sign 0014?,[TSL] WHAT SIGN 0014?
[TSL] I like Sign 0015,[TSL] I LIKE SIGN 0015
[TSL] What is Sign 0015?,[TSL] WHAT SIGN 0015?
[TSL] See Sign 0015,[TSL] SEE SIGN 0015
[TSL] Translate Sign 0016,[TSL] TRANSLATE SIGN 0016
[TSL] Can you sign Sign 0016?,[TSL] CAN YOU SIGN SIGN 0016?
[TSL] This is Sign 0017,[TSL] THIS SIGN 0017
[TSL] See Sign 0017,[TSL] SEE SIGN 0017
[TSL] Show me Sign 0017,[TSL] SHOW ME SIGN 0017
[TSL] Wait for Sign 0018,[TSL] WAIT FOR SIGN 0018
[TSL] Translate Sign 0018,[TSL] TRANSLATE SIGN 0018
[TSL] I like Sign 0018,[TSL] I LIKE SIGN 0018
[TSL] This is Sign 0019,[TSL] THIS SIGN 0019
[TSL] What is Sign 0019?,[TSL] WHAT SIGN 0019?
[TSL] Wait for Sign 0020,[TSL] WAIT FOR SIGN 0020
[TSL] Learn Sign 0020,[TSL] LEARN SIGN 0020
[TSL] I like Sign 0020,[TSL] I LIKE SIGN 0020
[TSL] See Sign 0021,[TSL] SEE SIGN 0021
[TSL] I like Sign 0021,[TSL] I LIKE SIGN 0021
[TSL] Can you sign Sign 0022?,[TSL] CAN YOU SIGN SIGN 0022?
[TSL] What is Sign 0022?,[TSL] WHAT SIGN 0022?
[TSL] Repeat Sign 0022,[TSL] REPEAT SIGN 0022
[TSL] What is Sign 0023?,[TSL] WHAT SIGN 0023?
[TSL] Translate Sign 0023,[TSL] TRANSLATE SIGN 0023
[TSL] Show me Sign 0024,[TSL] SHOW ME SIGN 0024
[TSL] Can you sign Sign 0024?,[TSL] CAN YOU SIGN SIGN 0024?
[TSL] See Sign 0024,[TSL] SEE SIGN 0024
[TSL] Can you sign Sign 0025?,[TSL] CAN YOU SIGN SIGN 0025?
[TSL] Learn Sign 0025,[TSL] LEARN SIGN 0025
[TSL] Show me Sign 0025,[TSL] SHOW ME SIGN 0025
[TSL] Wait for Sign 0026,[TSL] WAIT FOR SIGN 0026
[TSL] Translate Sign 0026,[TSL] TRANSLATE SIGN 0026
[TSL] I like Sign 0026,[TSL] I LIKE SIGN 0026
[TSL] Show me Sign 0027,[TSL] SHOW ME SIGN 0027
[TSL] Wait for Sign 0027,[TSL] WAIT FOR SIGN 0027
[TSL] Learn Sign 0027,[TSL] LEARN SIGN 0027
[TSL] Learn Sign 0028,[TSL] LEARN SIGN 0028
[TSL] This is Sign 0028,[TSL] THIS SIGN 0028
[TSL] Show me Sign 0028,[TSL] SHOW ME SIGN 0028
[TSL] This is Sign 0029,[TSL] THIS SIGN 0029
[TSL] Translate Sign 0029,[TSL] TRANSLATE SIGN 0029
[TSL] Can you sign Sign 0029?,[TSL] CAN YOU SIGN SIGN 0029?
[TSL] What is Sign 0030?,[TSL] WHAT SIGN 0030?
[TSL] Repeat Sign 0030,[TSL] REPEAT SIGN 0030
[TSL] Show me Sign 0030,[TSL] SHOW ME SIGN 0030
[TSL] What is Sign 0031?,[TSL] WHAT SIGN 0031?
[TSL] See Sign 0031,[TSL] SEE SIGN 0031
[TSL] Wait for Sign 0031,[TSL] WAIT FOR SIGN 0031
[TSL] What is Sign 0032?,[TSL] WHAT SIGN 0032?
[TSL] See Sign 0032,[TSL] SEE SIGN 0032
[TSL] Can you sign Sign 0033?,[TSL] CAN YOU SIGN SIGN 0033?
[TSL] Translate Sign 0033,[TSL] TRANSLATE SIGN 0033
[TSL] Show me Sign 0034,[TSL] SHOW ME SIGN 0034
[TSL] What is Sign 0034?,[TSL] WHAT SIGN 0034?
[TSL] Learn Sign 0034,[TSL] LEARN SIGN 0034
[TSL] This is Sign 0035,[TSL] THIS SIGN 0035
[TSL] Show me Sign 0035,[TSL] SHOW ME SIGN 0035
[TSL] Can you sign Sign 0035?,[TSL] CAN YOU SIGN SIGN 0035?
[TSL] Translate Sign 0036,[TSL] TRANSLATE SIGN 0036
[TSL] Repeat Sign 0036,[TSL] REPEAT SIGN 0036
[TSL] Learn Sign 0036,[TSL] LEARN SIGN 0036
[TSL] Wait for Sign 0037,[TSL] WAIT FOR SIGN 0037
[TSL] See Sign 0037,[TSL] SEE SIGN 0037
[TSL] Translate Sign 0037,[TSL] TRANSLATE SIGN 0037
[TSL] Wait for Sign 0038,[TSL] WAIT FOR SIGN 0038
[TSL] Repeat Sign 0038,[TSL] REPEAT SIGN 0038
[TSL] Translate Sign 0038,[TSL] TRANSLATE SIGN 0038
[TSL] I like Sign 0039,[TSL] I LIKE SIGN 0039
[TSL] Translate Sign 0039,[TSL] TRANSLATE SIGN 0039
[TSL] What is Sign 0039?,[TSL] WHAT SIGN 0039?
[TSL] Translate Sign 0040,[TSL] TRANSLATE SIGN 0040
[TSL] This is Sign 0040,[TSL] THIS SIGN 0040
[TSL] What is Sign 0040?,[TSL] WHAT SIGN 0040?
[TSL] Wait for Sign 0041,[TSL] WAIT FOR SIGN 0041
[TSL] What is Sign 0041?,[TSL] WHAT SIGN 0041?
[TSL] I like Sign 0041,[TSL] I LIKE SIGN 0041
[TSL] Learn Sign 0042,[TSL] LEARN SIGN 0042
[TSL] Wait for Sign 0042,[TSL] WAIT FOR SIGN 0042
[TSL] Show me Sign 0042,[TSL] SHOW ME SIGN 0042
[TSL] See Sign 0043,[TSL] SEE SIGN 0043
[TSL] Repeat Sign 0043,[TSL] REPEAT SIGN 0043
[TSL] Can you sign Sign 0043?,[TSL] CAN YOU SIGN SIGN 0043?
[TSL] Can you sign Sign 0044?,[TSL] CAN YOU SIGN SIGN 0044?
[TSL] Learn Sign 0044,[TSL] LEARN SIGN 0044
[TSL] Translate Sign 0044,[TSL] TRANSLATE SIGN 0044
[TSL] Show me Sign 0045,[TSL] SHOW ME SIGN 0045
[TSL] See Sign 0045,[TSL] SEE SIGN 0045
[TSL] Can you sign Sign 0045?,[TSL] CAN YOU SIGN SIGN 0045?
[TSL] I like Sign 0046,[TSL] I LIKE SIGN 0046
[TSL] Learn Sign 0046,[TSL] LEARN SIGN 0046
[TSL] Can you sign Sign 0046?,[TSL] CAN YOU SIGN SIGN 0046?
[TSL] What is Sign 0047?,[TSL] WHAT SIGN 0047?
[TSL] Translate Sign 0047,[TSL] TRANSLATE SIGN 0047
[TSL] See Sign 0047,[TSL] SEE SIGN 0047
[TSL] Wait for Sign 0048,[TSL] WAIT FOR SIGN 0048
[TSL] What is Sign 0048?,[TSL] WHAT SIGN 0048?
[TSL] This is Sign 0048,[TSL] THIS SIGN 0048
[TSL] Wait for Sign 0049,[TSL] WAIT FOR SIGN 0049
[TSL] What is Sign 0049?,[TSL] WHAT SIGN 0049?
[TSL] Learn Sign 0049,[TSL] LEARN SIGN 0049
[TSL] I like Sign 0050,[TSL] I LIKE SIGN 0050
[TSL] Repeat Sign 0050,[TSL] REPEAT SIGN 0050
[TSL] Wait for Sign 0050,[TSL] WAIT FOR SIGN 0050
[TSL] Translate Sign 0051,[TSL] TRANSLATE SIGN 0051
[TSL] Can you sign Sign 0052?,[TSL] CAN YOU SIGN SIGN 0052?
[TSL] Wait for Sign 0052,[TSL] WAIT FOR SIGN 0052
[TSL] I like Sign 0053,[TSL] I LIKE SIGN 0053
[TSL] Show me Sign 0053,[TSL] SHOW ME SIGN 0053
[TSL] Translate Sign 0053,[TSL] TRANSLATE SIGN 0053
[TSL] What is Sign 0054?,[TSL] WHAT SIGN 0054?
[TSL] See Sign 0054,[TSL] SEE SIGN 0054
[TSL] I like Sign 0054,[TSL] I LIKE SIGN 0054
[TSL] This is Sign 0055,[TSL] THIS SIGN 0055
[TSL] What is Sign 0055?,[TSL] WHAT SIGN 0055?
[TSL] Learn Sign 0056,[TSL] LEARN SIGN 0056
[TSL] This is Sign 0056,[TSL] THIS SIGN 0056
[TSL] Show me Sign 0056,[TSL] SHOW ME SIGN 0056
[TSL] See Sign 0057,[TSL] SEE SIGN 0057
[TSL] Repeat Sign 0057,[TSL] REPEAT SIGN 0057
[TSL] See Sign 0058,[TSL] SEE SIGN 0058
[TSL] Show me Sign 0058,[TSL] SHOW ME SIGN 0058
[TSL] I like Sign 0058,[TSL] I LIKE SIGN 0058
[TSL] This is Sign 0059,[TSL] THIS SIGN 0059
[TSL] Translate Sign 0059,[TSL] TRANSLATE SIGN 0059
[TSL] I like Sign 0059,[TSL] I LIKE SIGN 0059
[TSL] Learn Sign 0060,[TSL] LEARN SIGN 0060
[TSL] Wait for Sign 0060,[TSL] WAIT FOR SIGN 0060
[TSL] What is Sign 0061?,[TSL] WHAT SIGN 0061?
[TSL] Translate Sign 0061,[TSL] TRANSLATE SIGN 0061
[TSL] Repeat Sign 0061,[TSL] REPEAT SIGN 0061
[TSL] I like Sign 0062,[TSL] I LIKE SIGN 0062
[TSL] This is Sign 0062,[TSL] THIS SIGN 0062
[TSL] Show me Sign 0062,[TSL] SHOW ME SIGN 0062
